pdf_report_date,airport,year_month,count
2024-02,LAW,2023-03,0
2024-02,LAW,2023-04,4
2024-02,LAW,2023-05,0
2024-02,LAW,2023-06,1
2024-02,LAW,2023-07,1
2024-02,LAW,2023-08,0
2024-02,LAW,2023-09,2
2024-02,LAW,2023-10,1
2024-02,LAW,2023-11,0
2024-02,LAW,2023-12,3
2024-02,LAW,2024-01,0
2019-02,LAX,2015-01,185
2019-02,LAX,2015-02,122
2019-02,LAX,2015-03,157
2019-02,LAX,2015-04,116
2019-02,LAX,2015-05,156
2019-02,LAX,2015-06,186
2019-02,LAX,2015-07,195
2019-02,LAX,2015-08,238
2019-02,LAX,2015-09,221
2019-02,LAX,2015-10,210
2019-02,LAX,2015-11,202
2019-02,LAX,2015-12,219
2019-12,LAX,2016-01,215
2019-12,LAX,2016-02,206
2019-12,LAX,2016-03,237
2019-12,LAX,2016-04,242
2019-12,LAX,2016-05,281
2019-12,LAX,2016-06,234
2019-12,LAX,2016-07,213
2019-12,LAX,2016-08,272
2019-12,LAX,2016-09,240
2019-12,LAX,2016-10,260
2019-12,LAX,2016-11,277
2019-12,LAX,2016-12,294
2019-12,LAX,2017-01,290
2019-12,LAX,2017-02,212
2019-12,LAX,2017-03,240
2019-12,LAX,2017-04,209
2019-12,LAX,2017-05,231
2019-12,LAX,2017-06,246
2019-12,LAX,2017-07,244
2019-12,LAX,2017-08,249
2019-12,LAX,2017-09,213
2019-12,LAX,2017-10,197
2019-12,LAX,2017-11,205
2019-12,LAX,2017-12,251
2021-06,LAX,2018-01,258
2021-06,LAX,2018-02,200
2021-06,LAX,2018-03,210
2021-06,LAX,2018-04,206
2021-06,LAX,2018-05,208
2021-06,LAX,2018-06,231
2021-06,LAX,2018-07,247
2021-06,LAX,2018-08,218
2021-06,LAX,2018-09,155
2021-06,LAX,2018-10,200
2021-06,LAX,2018-11,198
2021-06,LAX,2018-12,237
2022-05,LAX,2019-01,165
2022-05,LAX,2019-02,131
2022-05,LAX,2019-03,229
2022-05,LAX,2019-04,213
2022-05,LAX,2019-05,175
2022-05,LAX,2019-06,221
2022-05,LAX,2019-07,200
2022-05,LAX,2019-08,208
2022-05,LAX,2019-09,154
2022-05,LAX,2019-10,194
2022-05,LAX,2019-11,141
2022-05,LAX,2019-12,239
2023-05,LAX,2020-01,201
2023-05,LAX,2020-02,165
2023-05,LAX,2020-03,101
2023-05,LAX,2020-04,21
2023-05,LAX,2020-05,26
2023-05,LAX,2020-06,42
2023-05,LAX,2020-07,64
2023-05,LAX,2020-08,66
2023-05,LAX,2020-09,46
2023-05,LAX,2020-10,74
2023-05,LAX,2020-11,59
2023-05,LAX,2020-12,50
2023-05,LAX,2021-01,36
2023-05,LAX,2021-02,41
2023-05,LAX,2021-03,72
2023-05,LAX,2021-04,90
2023-05,LAX,2021-05,137
2023-05,LAX,2021-06,151
2023-05,LAX,2021-07,149
2023-05,LAX,2021-08,183
2023-08,LAX,2021-09,182
2024-02,LAX,2021-10,206
2024-02,LAX,2021-11,266
2024-02,LAX,2021-12,276
2024-02,LAX,2022-01,187
2024-02,LAX,2022-02,224
2024-02,LAX,2022-03,355
2024-02,LAX,2022-04,424
2024-02,LAX,2022-05,395
2024-02,LAX,2022-06,418
2024-02,LAX,2022-07,412
2024-02,LAX,2022-08,372
2024-02,LAX,2022-09,402
2024-02,LAX,2022-10,419
2024-02,LAX,2022-11,399
2024-02,LAX,2022-12,441
2024-02,LAX,2023-01,324
2024-02,LAX,2023-02,299
2024-02,LAX,2023-03,393
2024-02,LAX,2023-04,398
2024-02,LAX,2023-05,432
2024-02,LAX,2023-06,414
2024-02,LAX,2023-07,416
2024-02,LAX,2023-08,379
2024-02,LAX,2023-09,362
2024-02,LAX,2023-10,451
2024-02,LAX,2023-11,292
2024-02,LAX,2023-12,377
2024-02,LAX,2024-01,302
2019-02,LBB,2015-01,2
2019-02,LBB,2015-02,0
2019-02,LBB,2015-03,0
2019-02,LBB,2015-04,3
2019-02,LBB,2015-05,3
2019-02,LBB,2015-06,4
2019-02,LBB,2015-07,2
2019-02,LBB,2015-08,3
2019-02,LBB,2015-09,6
2019-02,LBB,2015-10,7
2019-02,LBB,2015-11,1
2019-02,LBB,2015-12,5
2019-12,LBB,2016-01,1
2019-12,LBB,2016-02,2
2019-12,LBB,2016-03,1
2019-12,LBB,2016-04,1
2019-12,LBB,2016-05,1
2019-12,LBB,2016-06,1
2019-12,LBB,2016-07,1
2019-12,LBB,2016-08,2
2019-12,LBB,2016-09,1
2019-12,LBB,2016-10,3
2019-12,LBB,2016-11,3
2019-12,LBB,2016-12,2
2019-12,LBB,2017-01,5
2019-12,LBB,2017-02,0
2019-12,LBB,2017-03,1
2019-12,LBB,2017-04,2
2019-12,LBB,2017-05,5
2019-12,LBB,2017-06,0
2019-12,LBB,2017-07,1
2019-12,LBB,2017-08,3
2019-12,LBB,2017-09,5
2019-12,LBB,2017-10,3
2019-12,LBB,2017-11,2
2019-12,LBB,2017-12,0
2021-06,LBB,2018-01,1
2021-06,LBB,2018-02,3
2021-06,LBB,2018-03,2
2021-06,LBB,2018-04,1
2021-06,LBB,2018-05,5
2021-06,LBB,2018-06,6
2021-06,LBB,2018-07,3
2021-06,LBB,2018-08,2
2021-06,LBB,2018-09,1
2021-06,LBB,2018-10,4
2021-06,LBB,2018-11,2
2021-06,LBB,2018-12,7
2022-05,LBB,2019-01,3
2022-05,LBB,2019-02,0
2022-05,LBB,2019-03,0
2022-05,LBB,2019-04,4
2022-05,LBB,2019-05,5
2022-05,LBB,2019-06,2
2022-05,LBB,2019-07,5
2022-05,LBB,2019-08,2
2022-05,LBB,2019-09,8
2022-05,LBB,2019-10,4
2022-05,LBB,2019-11,4
2022-05,LBB,2019-12,4
2023-05,LBB,2020-01,2
2023-05,LBB,2020-02,2
2023-05,LBB,2020-03,0
2023-05,LBB,2020-04,0
2023-05,LBB,2020-05,3
2023-05,LBB,2020-06,0
2023-05,LBB,2020-07,0
2023-05,LBB,2020-08,2
2023-05,LBB,2020-09,3
2023-05,LBB,2020-10,2
2023-05,LBB,2020-11,0
2023-05,LBB,2020-12,2
2023-05,LBB,2021-01,1
2023-05,LBB,2021-02,1
2023-05,LBB,2021-03,0
2023-05,LBB,2021-04,0
2023-05,LBB,2021-05,2
2023-05,LBB,2021-06,8
2023-05,LBB,2021-07,3
2023-05,LBB,2021-08,5
2023-08,LBB,2021-09,3
2024-02,LBB,2021-10,5
2024-02,LBB,2021-11,5
2024-02,LBB,2021-12,6
2024-02,LBB,2022-01,7
2024-02,LBB,2022-02,4
2024-02,LBB,2022-03,5
2024-02,LBB,2022-04,3
2024-02,LBB,2022-05,5
2024-02,LBB,2022-06,3
2024-02,LBB,2022-07,4
2024-02,LBB,2022-08,4
2024-02,LBB,2022-09,9
2024-02,LBB,2022-10,7
2024-02,LBB,2022-11,9
2024-02,LBB,2022-12,9
2024-02,LBB,2023-01,3
2024-02,LBB,2023-02,4
2024-02,LBB,2023-03,5
2024-02,LBB,2023-04,12
2024-02,LBB,2023-05,14
2024-02,LBB,2023-06,11
2024-02,LBB,2023-07,9
2024-02,LBB,2023-08,3
2024-02,LBB,2023-09,5
2024-02,LBB,2023-10,3
2024-02,LBB,2023-11,4
2024-02,LBB,2023-12,8
2024-02,LBB,2024-01,2
2019-02,LBE,2015-01,0
2019-02,LBE,2015-02,0
2019-02,LBE,2015-03,1
2019-02,LBE,2015-04,0
2019-02,LBE,2015-05,1
2019-02,LBE,2015-06,2
2019-02,LBE,2015-07,1
2019-02,LBE,2015-08,1
2019-02,LBE,2015-09,1
2019-02,LBE,2015-10,1
2019-02,LBE,2015-11,1
2019-02,LBE,2015-12,0
2019-12,LBE,2016-01,0
2019-12,LBE,2016-02,0
2019-12,LBE,2016-03,0
2019-12,LBE,2016-04,1
2019-12,LBE,2016-05,0
2019-12,LBE,2016-06,1
2019-12,LBE,2016-07,0
2019-12,LBE,2016-08,0
2019-12,LBE,2016-09,0
2019-12,LBE,2016-10,0
2019-12,LBE,2016-11,1
2019-12,LBE,2016-12,0
2019-12,LBE,2017-01,0
2019-12,LBE,2017-02,0
2019-12,LBE,2017-03,0
2019-12,LBE,2017-04,1
2019-12,LBE,2017-05,0
2019-12,LBE,2017-06,0
2019-12,LBE,2017-07,0
2019-12,LBE,2017-08,1
2019-12,LBE,2017-09,0
2019-12,LBE,2017-10,0
2019-12,LBE,2017-11,1
2019-12,LBE,2017-12,2
2021-06,LBE,2018-01,2
2021-06,LBE,2018-02,1
2021-06,LBE,2018-03,1
2021-06,LBE,2018-04,3
2021-06,LBE,2018-05,0
2021-06,LBE,2018-06,1
2021-06,LBE,2018-07,0
2021-06,LBE,2018-08,0
2021-06,LBE,2018-09,0
2021-06,LBE,2018-10,0
2021-06,LBE,2018-11,0
2021-06,LBE,2018-12,2
2022-05,LBE,2019-01,0
2022-05,LBE,2019-02,1
2022-05,LBE,2019-03,2
2022-05,LBE,2019-04,0
2022-05,LBE,2019-05,0
2022-05,LBE,2019-06,0
2022-05,LBE,2019-07,1
2022-05,LBE,2019-08,0
2022-05,LBE,2019-09,0
2022-05,LBE,2019-10,0
2022-05,LBE,2019-11,0
2022-05,LBE,2019-12,0
2023-05,LBE,2020-01,1
2023-05,LBE,2020-02,1
2023-05,LBE,2020-03,0
2023-05,LBE,2020-04,0
2023-05,LBE,2020-05,0
2023-05,LBE,2020-06,1
2023-05,LBE,2020-07,0
2023-05,LBE,2020-08,0
2023-05,LBE,2020-09,0
2023-05,LBE,2020-10,0
2023-05,LBE,2020-11,0
2023-05,LBE,2020-12,0
2023-05,LBE,2021-01,0
2023-05,LBE,2021-02,0
2023-05,LBE,2021-03,0
2023-05,LBE,2021-04,0
2023-05,LBE,2021-05,1
2023-05,LBE,2021-06,3
2023-05,LBE,2021-07,1
2023-05,LBE,2021-08,0
2024-02,LBE,2021-10,0
2024-02,LBE,2021-11,2
2024-02,LBE,2021-12,2
2024-02,LBE,2022-01,0
2024-02,LBE,2022-02,2
2024-02,LBE,2022-03,1
2024-02,LBE,2022-04,1
2024-02,LBE,2022-05,4
2024-02,LBE,2022-06,1
2024-02,LBE,2022-07,0
2024-02,LBE,2022-08,1
2024-02,LBE,2022-09,2
2024-02,LBE,2022-10,2
2024-02,LBE,2022-11,0
2024-02,LBE,2022-12,0
2024-02,LBE,2023-01,0
2024-02,LBE,2023-02,0
2024-02,LBE,2023-03,0
2024-02,LBE,2023-04,0
2024-02,LBE,2023-05,2
2024-02,LBE,2023-06,1
2024-02,LBE,2023-07,0
2024-02,LBE,2023-08,0
2024-02,LBE,2023-09,0
2024-02,LBE,2023-10,0
2024-02,LBE,2023-11,0
2024-02,LBE,2023-12,1
2024-02,LBE,2024-01,0
2019-02,LBF,2015-01,0
2019-02,LBF,2015-02,0
2019-02,LBF,2015-03,0
2019-02,LBF,2015-04,0
2019-02,LBF,2015-05,0
2019-02,LBF,2015-06,0
2019-02,LBF,2015-07,1
2019-02,LBF,2015-08,0
2019-02,LBF,2015-09,1
2019-02,LBF,2015-10,0
2019-02,LBF,2015-11,0
2019-02,LBF,2015-12,0
2019-12,LBF,2016-01,1
2019-12,LBF,2016-02,0
2019-12,LBF,2016-03,0
2019-12,LBF,2016-04,0
2019-12,LBF,2016-05,0
2019-12,LBF,2016-06,0
2019-12,LBF,2016-07,0
2019-12,LBF,2016-08,0
2019-12,LBF,2016-09,0
2019-12,LBF,2016-10,0
2019-12,LBF,2016-11,0
2019-12,LBF,2016-12,0
2019-12,LBF,2017-01,0
2019-12,LBF,2017-02,0
2019-12,LBF,2017-03,1
2019-12,LBF,2017-04,0
2019-12,LBF,2017-05,0
2019-12,LBF,2017-06,0
2019-12,LBF,2017-07,1
2019-12,LBF,2017-08,0
2019-12,LBF,2017-09,0
2019-12,LBF,2017-10,0
2019-12,LBF,2017-11,0
2019-12,LBF,2017-12,0
2021-06,LBF,2018-01,0
2021-06,LBF,2018-02,0
2021-06,LBF,2018-03,0
2021-06,LBF,2018-04,0
2021-06,LBF,2018-05,1
2021-06,LBF,2018-06,0
2021-06,LBF,2018-07,0
2021-06,LBF,2018-08,1
2021-06,LBF,2018-09,0
2021-06,LBF,2018-10,0
2021-06,LBF,2018-11,0
2021-06,LBF,2018-12,0
2022-05,LBF,2019-01,0
2022-05,LBF,2019-02,0
2022-05,LBF,2019-03,0
2022-05,LBF,2019-04,0
2022-05,LBF,2019-05,0
2022-05,LBF,2019-06,0
2022-05,LBF,2019-07,0
2022-05,LBF,2019-08,0
2022-05,LBF,2019-09,1
2022-05,LBF,2019-10,0
2022-05,LBF,2019-11,0
2022-05,LBF,2019-12,0
2023-05,LBF,2020-01,1
2023-05,LBF,2020-02,0
2023-05,LBF,2020-03,0
2023-05,LBF,2020-04,0
2023-05,LBF,2020-05,0
2023-05,LBF,2020-06,0
2023-05,LBF,2020-07,0
2023-05,LBF,2020-08,0
2023-05,LBF,2020-09,1
2023-05,LBF,2020-10,0
2023-05,LBF,2020-11,0
2023-05,LBF,2020-12,1
2023-05,LBF,2021-01,0
2023-05,LBF,2021-02,0
2023-05,LBF,2021-03,0
2023-05,LBF,2021-04,0
2023-05,LBF,2021-05,0
2023-05,LBF,2021-06,0
2023-05,LBF,2021-07,1
2023-05,LBF,2021-08,0
2023-08,LBF,2021-09,1
2024-02,LBF,2021-10,0
2024-02,LBF,2021-11,1
2024-02,LBF,2021-12,0
2024-02,LBF,2022-01,0
2024-02,LBF,2022-02,0
2024-02,LBF,2022-03,0
2024-02,LBF,2022-04,0
2024-02,LBF,2022-05,0
2024-02,LBF,2022-06,1
2024-02,LBF,2022-07,0
2024-02,LBF,2022-08,2
2024-02,LBF,2022-09,0
2024-02,LBF,2022-10,0
2024-02,LBF,2022-11,0
2024-02,LBF,2022-12,0
2024-02,LBF,2023-01,0
2024-02,LBF,2023-02,1
2024-02,LBF,2023-03,0
2024-02,LBF,2023-04,0
2024-02,LBF,2023-05,0
2024-02,LBF,2023-06,1
2024-02,LBF,2023-07,2
2024-02,LBF,2023-08,0
2024-02,LBF,2023-09,0
2024-02,LBF,2023-10,0
2024-02,LBF,2023-11,1
2024-02,LBF,2023-12,0
2024-02,LBF,2024-01,2
2019-12,LBL,2017-10,0
2019-12,LBL,2017-11,0
2019-12,LBL,2017-12,0
2021-06,LBL,2018-01,0
2021-06,LBL,2018-02,0
2021-06,LBL,2018-03,0
2021-06,LBL,2018-04,0
2021-06,LBL,2018-05,2
2021-06,LBL,2018-06,0
2021-06,LBL,2018-07,0
2021-06,LBL,2018-08,0
2021-06,LBL,2018-09,0
2021-06,LBL,2018-10,0
2021-06,LBL,2018-11,0
2021-06,LBL,2018-12,0
2022-05,LBL,2019-01,0
2022-05,LBL,2019-02,0
2022-05,LBL,2019-03,0
2022-05,LBL,2019-04,0
2022-05,LBL,2019-05,1
2022-05,LBL,2019-06,0
2022-05,LBL,2019-07,0
2022-05,LBL,2019-08,0
2022-05,LBL,2019-09,0
2022-05,LBL,2019-10,2
2022-05,LBL,2019-11,0
2022-05,LBL,2019-12,0
2023-05,LBL,2020-01,0
2023-05,LBL,2020-02,1
2023-05,LBL,2020-03,0
2023-05,LBL,2020-04,0
2023-05,LBL,2020-05,0
2023-05,LBL,2020-06,0
2023-05,LBL,2020-07,0
2023-05,LBL,2020-08,0
2023-05,LBL,2020-09,0
2019-02,LCH,2015-01,1
2019-02,LCH,2015-02,0
2019-02,LCH,2015-03,1
2019-02,LCH,2015-04,1
2019-02,LCH,2015-05,1
2019-02,LCH,2015-06,0
2019-02,LCH,2015-07,1
2019-02,LCH,2015-08,0
2019-02,LCH,2015-09,0
2019-02,LCH,2015-10,1
2019-02,LCH,2015-11,0
2019-02,LCH,2015-12,0
2019-12,LCH,2016-01,0
2019-12,LCH,2016-02,0
2019-12,LCH,2016-03,2
2019-12,LCH,2016-04,0
2019-12,LCH,2016-05,3
2019-12,LCH,2016-06,0
2019-12,LCH,2016-07,1
2019-12,LCH,2016-08,0
2019-12,LCH,2016-09,0
2019-12,LCH,2016-10,0
2019-12,LCH,2016-11,1
2019-12,LCH,2016-12,0
2019-12,LCH,2017-01,0
2019-12,LCH,2017-02,0
2019-12,LCH,2017-03,0
2019-12,LCH,2017-04,1
2019-12,LCH,2017-05,0
2019-12,LCH,2017-06,0
2019-12,LCH,2017-07,1
2019-12,LCH,2017-08,0
2019-12,LCH,2017-09,0
2019-12,LCH,2017-10,1
2019-12,LCH,2017-11,0
2019-12,LCH,2017-12,0
2021-06,LCH,2018-01,1
2021-06,LCH,2018-02,0
2021-06,LCH,2018-03,0
2021-06,LCH,2018-04,0
2021-06,LCH,2018-05,0
2021-06,LCH,2018-06,2
2021-06,LCH,2018-07,0
2021-06,LCH,2018-08,2
2021-06,LCH,2018-09,0
2021-06,LCH,2018-10,0
2021-06,LCH,2018-11,1
2021-06,LCH,2018-12,0
2022-05,LCH,2019-01,0
2022-05,LCH,2019-02,0
2022-05,LCH,2019-03,0
2022-05,LCH,2019-04,2
2022-05,LCH,2019-05,4
2022-05,LCH,2019-06,0
2022-05,LCH,2019-07,2
2022-05,LCH,2019-08,0
2022-05,LCH,2019-09,0
2022-05,LCH,2019-10,0
2022-05,LCH,2019-11,0
2022-05,LCH,2019-12,0
2023-05,LCH,2020-01,0
2023-05,LCH,2020-02,0
2023-05,LCH,2020-03,0
2023-05,LCH,2020-04,0
2023-05,LCH,2020-05,1
2023-05,LCH,2020-06,0
2023-05,LCH,2020-07,1
2023-05,LCH,2020-08,0
2023-05,LCH,2020-09,0
2023-05,LCH,2020-10,2
2023-05,LCH,2020-11,0
2023-05,LCH,2020-12,0
2023-05,LCH,2021-01,2
2023-05,LCH,2021-02,1
2023-05,LCH,2021-03,0
2023-05,LCH,2021-04,0
2023-05,LCH,2021-05,0
2023-05,LCH,2021-06,1
2023-05,LCH,2021-07,0
2023-05,LCH,2021-08,1
2023-08,LCH,2021-09,1
2024-02,LCH,2021-10,1
2024-02,LCH,2021-11,0
2024-02,LCH,2021-12,0
2024-02,LCH,2022-01,1
2024-02,LCH,2022-02,1
2024-02,LCH,2022-03,1
2024-02,LCH,2022-04,0
2024-02,LCH,2022-05,2
2024-02,LCH,2022-06,0
2024-02,LCH,2022-07,0
2024-02,LCH,2022-08,2
2024-02,LCH,2022-09,4
2024-02,LCH,2022-10,1
2024-02,LCH,2022-11,1
2024-02,LCH,2022-12,0
2024-02,LCH,2023-01,1
2024-02,LCH,2023-02,2
2024-02,LCH,2023-03,2
2024-02,LCH,2023-04,2
2024-02,LCH,2023-05,1
2024-02,LCH,2023-06,5
2024-02,LCH,2023-07,2
2024-02,LCH,2023-08,2
2024-02,LCH,2023-09,2
2024-02,LCH,2023-10,3
2024-02,LCH,2023-11,4
2024-02,LCH,2023-12,1
2024-02,LCH,2024-01,0
2019-02,LCK,2015-01,1
2019-02,LCK,2015-02,0
2019-02,LCK,2015-03,0
2019-02,LCK,2015-04,3
2019-02,LCK,2015-05,1
2019-02,LCK,2015-06,1
2019-02,LCK,2015-07,1
2019-02,LCK,2015-08,2
2019-02,LCK,2015-09,0
2019-02,LCK,2015-10,1
2019-02,LCK,2015-11,0
2019-02,LCK,2015-12,0
2019-12,LCK,2016-01,2
2019-12,LCK,2016-02,2
2019-12,LCK,2016-03,1
2019-12,LCK,2016-04,3
2019-12,LCK,2016-05,1
2019-12,LCK,2016-06,4
2019-12,LCK,2016-07,0
2019-12,LCK,2016-08,3
2019-12,LCK,2016-09,3
2019-12,LCK,2016-10,2
2019-12,LCK,2016-11,0
2019-12,LCK,2016-12,4
2019-12,LCK,2017-01,2
2019-12,LCK,2017-02,1
2019-12,LCK,2017-03,3
2019-12,LCK,2017-04,5
2019-12,LCK,2017-05,5
2019-12,LCK,2017-06,5
2019-12,LCK,2017-07,0
2019-12,LCK,2017-08,2
2019-12,LCK,2017-09,1
2019-12,LCK,2017-10,0
2019-12,LCK,2017-11,0
2019-12,LCK,2017-12,1
2021-06,LCK,2018-01,1
2021-06,LCK,2018-02,0
2021-06,LCK,2018-03,0
2021-06,LCK,2018-04,3
2021-06,LCK,2018-05,1
2021-06,LCK,2018-06,2
2021-06,LCK,2018-07,1
2021-06,LCK,2018-08,5
2021-06,LCK,2018-09,0
2021-06,LCK,2018-10,0
2021-06,LCK,2018-11,2
2021-06,LCK,2018-12,1
2022-05,LCK,2019-01,0
2022-05,LCK,2019-02,0
2022-05,LCK,2019-03,0
2022-05,LCK,2019-04,1
2022-05,LCK,2019-05,3
2022-05,LCK,2019-06,1
2022-05,LCK,2019-07,2
2022-05,LCK,2019-08,1
2022-05,LCK,2019-09,1
2022-05,LCK,2019-10,0
2022-05,LCK,2019-11,1
2022-05,LCK,2019-12,1
2023-05,LCK,2020-01,1
2023-05,LCK,2020-02,0
2023-05,LCK,2020-03,1
2023-05,LCK,2020-04,0
2023-05,LCK,2020-05,0
2023-05,LCK,2020-06,0
2023-05,LCK,2020-07,0
2023-05,LCK,2020-08,0
2023-05,LCK,2020-09,1
2023-05,LCK,2020-10,0
2023-05,LCK,2020-11,0
2023-05,LCK,2020-12,0
2023-05,LCK,2021-01,1
2023-05,LCK,2021-02,1
2023-05,LCK,2021-03,1
2023-05,LCK,2021-04,0
2023-05,LCK,2021-05,0
2023-05,LCK,2021-06,1
2023-05,LCK,2021-07,1
2023-05,LCK,2021-08,1
2023-08,LCK,2021-09,1
2024-02,LCK,2021-10,0
2024-02,LCK,2021-11,0
2024-02,LCK,2021-12,0
2024-02,LCK,2022-01,1
2024-02,LCK,2022-02,0
2024-02,LCK,2022-03,3
2024-02,LCK,2022-04,3
2024-02,LCK,2022-05,3
2024-02,LCK,2022-06,4
2024-02,LCK,2022-07,3
2024-02,LCK,2022-08,2
2024-02,LCK,2022-09,1
2024-02,LCK,2022-10,0
2024-02,LCK,2022-11,2
2024-02,LCK,2022-12,1
2024-02,LCK,2023-01,0
2024-02,LCK,2023-02,2
2024-02,LCK,2023-03,1
2024-02,LCK,2023-04,1
2024-02,LCK,2023-05,3
2024-02,LCK,2023-06,1
2024-02,LCK,2023-07,2
2024-02,LCK,2023-08,5
2024-02,LCK,2023-09,2
2024-02,LCK,2023-10,1
2024-02,LCK,2023-11,6
2024-02,LCK,2023-12,1
2024-02,LCK,2024-01,5
2019-02,LEB,2015-01,0
2019-02,LEB,2015-02,0
2019-02,LEB,2015-03,0
2019-02,LEB,2015-04,0
2019-02,LEB,2015-05,0
2019-02,LEB,2015-06,0
2019-02,LEB,2015-07,1
2019-02,LEB,2015-08,0
2019-02,LEB,2015-09,0
2019-02,LEB,2015-10,0
2019-02,LEB,2015-11,0
2019-02,LEB,2015-12,0
2019-12,LEB,2016-01,1
2019-12,LEB,2016-02,0
2019-12,LEB,2016-03,0
2019-12,LEB,2016-04,1
2019-12,LEB,2016-05,0
2019-12,LEB,2016-06,0
2019-12,LEB,2016-07,1
2019-12,LEB,2016-08,1
2019-12,LEB,2016-09,0
2019-12,LEB,2016-10,0
2019-12,LEB,2016-11,1
2019-12,LEB,2016-12,0
2019-12,LEB,2017-01,2
2019-12,LEB,2017-02,0
2019-12,LEB,2017-03,0
2019-12,LEB,2017-04,0
2019-12,LEB,2017-05,0
2019-12,LEB,2017-06,0
2019-12,LEB,2017-07,0
2019-12,LEB,2017-08,0
2019-12,LEB,2017-09,0
2019-12,LEB,2017-10,1
2019-12,LEB,2017-11,0
2019-12,LEB,2017-12,2
2021-06,LEB,2018-01,1
2021-06,LEB,2018-02,0
2021-06,LEB,2018-03,0
2021-06,LEB,2018-04,0
2021-06,LEB,2018-05,0
2021-06,LEB,2018-06,0
2021-06,LEB,2018-07,0
2021-06,LEB,2018-08,0
2021-06,LEB,2018-09,0
2021-06,LEB,2018-10,0
2021-06,LEB,2018-11,0
2021-06,LEB,2018-12,1
2022-05,LEB,2019-10,0
2022-05,LEB,2019-11,0
2022-05,LEB,2019-12,1
2024-02,LEB,2021-10,0
2024-02,LEB,2021-11,0
2024-02,LEB,2021-12,1
2024-02,LEB,2022-01,0
2024-02,LEB,2022-02,0
2024-02,LEB,2022-03,1
2024-02,LEB,2022-04,0
2024-02,LEB,2022-05,1
2024-02,LEB,2022-06,0
2024-02,LEB,2022-07,0
2024-02,LEB,2022-08,1
2024-02,LEB,2022-09,0
2024-02,LEB,2022-10,0
2024-02,LEB,2022-11,0
2024-02,LEB,2022-12,0
2024-02,LEB,2023-01,0
2024-02,LEB,2023-02,0
2024-02,LEB,2023-03,1
2024-02,LEB,2023-04,0
2024-02,LEB,2023-05,1
2024-02,LEB,2023-06,0
2024-02,LEB,2023-07,0
2024-02,LEB,2023-08,1
2024-02,LEB,2023-09,1
2024-02,LEB,2023-10,2
2024-02,LEB,2023-11,0
2024-02,LEB,2023-12,0
2024-02,LEB,2024-01,0
2019-02,LEX,2015-01,4
2019-02,LEX,2015-02,2
2019-02,LEX,2015-03,2
2019-02,LEX,2015-04,1
2019-02,LEX,2015-05,4
2019-02,LEX,2015-06,2
2019-02,LEX,2015-07,2
2019-02,LEX,2015-08,4
2019-02,LEX,2015-09,6
2019-02,LEX,2015-10,1
2019-02,LEX,2015-11,2
2019-02,LEX,2015-12,4
2019-12,LEX,2016-01,1
2019-12,LEX,2016-02,1
2019-12,LEX,2016-03,5
2019-12,LEX,2016-04,1
2019-12,LEX,2016-05,5
2019-12,LEX,2016-06,5
2019-12,LEX,2016-07,1
2019-12,LEX,2016-08,1
2019-12,LEX,2016-09,2
2019-12,LEX,2016-10,3
2019-12,LEX,2016-11,6
2019-12,LEX,2016-12,4
2019-12,LEX,2017-01,3
2019-12,LEX,2017-02,5
2019-12,LEX,2017-03,3
2019-12,LEX,2017-04,6
2019-12,LEX,2017-05,2
2019-12,LEX,2017-06,4
2019-12,LEX,2017-07,3
2019-12,LEX,2017-08,4
2019-12,LEX,2017-09,3
2019-12,LEX,2017-10,2
2019-12,LEX,2017-11,3
2019-12,LEX,2017-12,2
2021-06,LEX,2018-01,4
2021-06,LEX,2018-02,3
2021-06,LEX,2018-03,5
2021-06,LEX,2018-04,4
2021-06,LEX,2018-05,3
2021-06,LEX,2018-06,7
2021-06,LEX,2018-07,2
2021-06,LEX,2018-08,4
2021-06,LEX,2018-09,2
2021-06,LEX,2018-10,4
2021-06,LEX,2018-11,3
2021-06,LEX,2018-12,4
2022-05,LEX,2019-01,2
2022-05,LEX,2019-02,1
2022-05,LEX,2019-03,1
2022-05,LEX,2019-04,8
2022-05,LEX,2019-05,3
2022-05,LEX,2019-06,6
2022-05,LEX,2019-07,3
2022-05,LEX,2019-08,3
2022-05,LEX,2019-09,7
2022-05,LEX,2019-10,0
2022-05,LEX,2019-11,3
2022-05,LEX,2019-12,1
2023-05,LEX,2020-01,3
2023-05,LEX,2020-02,1
2023-05,LEX,2020-03,0
2023-05,LEX,2020-04,0
2023-05,LEX,2020-05,0
2023-05,LEX,2020-06,1
2023-05,LEX,2020-07,0
2023-05,LEX,2020-08,3
2023-05,LEX,2020-09,0
2023-05,LEX,2020-10,1
2023-05,LEX,2020-11,0
2023-05,LEX,2020-12,0
2023-05,LEX,2021-01,0
2023-05,LEX,2021-02,0
2023-05,LEX,2021-03,0
2023-05,LEX,2021-04,1
2023-05,LEX,2021-05,1
2023-05,LEX,2021-06,1
2023-05,LEX,2021-07,3
2023-05,LEX,2021-08,0
2023-08,LEX,2021-09,6
2024-02,LEX,2021-10,1
2024-02,LEX,2021-11,4
2024-02,LEX,2021-12,4
2024-02,LEX,2022-01,3
2024-02,LEX,2022-02,5
2024-02,LEX,2022-03,6
2024-02,LEX,2022-04,8
2024-02,LEX,2022-05,4
2024-02,LEX,2022-06,6
2024-02,LEX,2022-07,8
2024-02,LEX,2022-08,13
2024-02,LEX,2022-09,10
2024-02,LEX,2022-10,6
